name,affiliation,country
Dinesh Saini,COGNIZANT,IN
Dino Farinacci,LISPERS.NET,US
Dino Ruales,NETWORK INFORMATION CENTER MEXICO,MX
Diogo Real,GOOGLE,US
Dipesh Patel,CISCO SYSTEMS INC,GB
Dipti Dabholkar,SENSINODE,US
Diresh Soomirtee,CYBERSTORM.MU,MU
Dirk Balfanz,GOOGLE,US
Dirk Goethals,NOKIA,BE
Dirk Hugo,DEUTSCHE TELEKOM AG,DE
Dirk Kroeselberg,NOKIA SIEMENS NETWORKS,DE
Dirk Staehle,NTT,DE
Dirk Steinberg,LAPISHILLS CONSULTING LIMITED,CY
Dirk Von Hugo,DEUTSCHE TELEKOM AG,DE
Divin Dzunu Samba Bounda,SOCIETE ESPELA SYSTEM,CG
Divya Darshini B,ERNET INDIA,IN
Dixie Hawtin,GLOBAL PARTNERS DIGITAL,GB
Djomo Wandji William,BTOKEM EVENTS CONCEPT,CM
Djordje Sorgic,BLUE COAT SYSTEMS INC,CA
Djoua Diffomafouomene Nathalia,BTOKEM EVENTS CONCEPT,CM
Dmitri Tikhonov,LITESPEED TECHNOLOGIES,US
Dmitrii Pichulin,WWW.CRYPTOPRO.RU,RU
Dmitry Afanasiev,YANDEX LLC,RU
Dmitry Anipko,MICROSOFT,US
Dmitry Belyavskiy,CRYPTOCOM LTD,RU
Dmitry Burkov,RIPE NCC,NL
Dmitry Epstein,UNIVERSITY OF ILLINOIS AT CHICAGO,US
Dmitry Eremin-Solenikov,"AURIGA, INC",RU
Dmitry Krivenok,DELL COMPUTER,RU
Dmytro Gassanov,NETCRACKER,UA
Dogore Aurelienne Tiebro,WINCORP.COM,CI
Domagoj Premec,NOKIA SIEMENS NETWORKS,HR
Domenico Catalano,ORACLE,IT
Domenico Giotti,UNIVERSITY OF LUXEMBOURG,LU
Domenico La Fauci,CISCO SYSTEMS INC,IT
Dominik Bay,RRBONE,DE
Dominik Klein,UNIVERSITY OF WUERZBURG,DE
Dominik Weidemann,AVM AUDIOVISUELLES,DE
Dominique Barthel,ORANGE SA,FR
Dominique Lazanski,LPL,GB
Dominique Verchere,ALCATEL-LUCENT S.A,FR
Don Blumenthal,PUBLIC INTEREST REGISTRY,US
Don Hoffman,"PINE CREEK NETWORKS, LLC",US
Don Hollander,UASG,NZ
Donald Bowman,SANDVINE INCORPORATED,CA
Donald Clarke,CABLELABS,US
Donald Coffin,REMI NETWORKS,US
Donald Fedyk,"LABN CONSULTING, L.L.C.",US
Donald Joslyn,"SPECTRUM BRIDGE, INC.",US
Donald Mclachlan,COMMUNICATIONS RESEARCH CENTRE,CA
Donan Stiphen,MU,GE
Dong Min Kim,LG ELECTRONICS,KR
Dong Yang,BEIJING JIAO TONG UNIVERISTY,CN
Dong Zhang,HUAWEI TECHNOLOGIES,CN
Dong-Ho Kim,"TELECOMMUNICATIONS TECHNOLOGY ASSOCIATION, TTA",KR
Dong-Hyun Seok,"TELECOMMUNICATIONS TECHNOLOGY ASSOCIATION, TTA",KR
Dong-Kyu Choi,KYUNGPOOK NATIONAL UNIVERSITY,KR
Dong-Ping Liu,BII GROUP HOLDINGS,CN
Dong-Yong Kim,SUNGKYUNKWAN UNIVERSITY,KR
Donghui Wang,HUAWEI TECHNOLOGIES,CN
Dongjung Lee,UN ESCAP,KR
Dongsu Han,KAIST - KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,KR
Donn Lee,FACEBOOK,US
Donnie De Freitas,PIRRC,FJ
Donny Fulton,NETSCOUT SYSTEMS INC,US
Dorcas Gachari,OPENWORLD LTD,KE
Doreenda Nikoi Kotei,KNUST,GH
Dorian Kim,NTT,US
Dormenyo Harrison Agbedanu,KNUST,GH
Dorothy Cooley,U.S. DEPARTMENT OF DEFENSE,US
Dorothy Stanley,HEWLETT-PACKARD COMPANY,US
Doug Beattie,GMO GLOBALSIGN INC.,US
Doug Hunt,ALCATEL-LUCENT S.A,US
Doug Marschke,PROTEUS NETWORKS,CA
Doug Moeller,AUTONET MOBILE,US
Doug Montgomery,U.S. DEPARTMENT OF COMMERCE,US
Doug Royer,SOFTWARE AND SERVICES INC.,US
Doug Stamper,MICROSOFT,US
Douglas Chan,CISCO SYSTEMS INC,US
Douglas Grinkemeyer,SPIRENT COMMUNICATIONS,US
Douglas Leonard,JIVE COMMUNICATIONS,US
Douglas Medway Gash,CISCO SYSTEMS INC,GB
Douglas Nicolson,GOOGLE,US
Douglas Otis,TREND MICRO,US
Douglas Stamper,MICROSOFT,US
Douglas Stebila,UNIVERSITY OF WATERLOO,CA
Douglas Swany,INDIANA UNIVERSITY,US
Douglas Turner Turner,MOZILLA FOUNDATION,US
Douglas Wadkins,EDGEWATER NETWORKS,US
Dovel Myers,SHAWNEE STATE UNIVERSITY,US
Dow Street,LINQUEST,US
Dowon Kim,KISA KOREAN INFORMATION SECURITY AGENCY,KR
Dragana Damjanovic,MOZILLA FOUNDATION,AT
Dragos Niculescu,UNIVERSITY POLITEHNICA BUCHAREST,RO
Drew Perkins,INFINERA CORP,US
Drona Ghimire,NEPAL TELECOM,NE
Duan Xiaodong,CMCC - CHINA MOBILE COMMUNICATIONS CORPORATION,CN
Duane Mentze,HEWLETT-PACKARD COMPANY,US
Duane Wessels,"VERISIGN INTERNATIONAL HOLDINGS, INC.",US
Dudeja Lakshay,AMITY UNIVERSITY,IN
Durga Nayak,ADP,IN
Durgesh Bagri,JOCKEY,IN
Dusan Stojicevic,RNIDS,RS
Dustin Ledbetter,PELLISSIPPI STATE COMMUNITY COLLEGE,US
Duvivier Bertrand,CISCO SYSTEMS INC,BE
Dwibendu Moharana,VOIPTECHSOLUTIONS,US
Dylan Souza,COMCAST,US
Ebben Aries,ARRCUS,US
Ebenezer Brobbey,GHANA BROADCASTING CORPORATION,GH
Ebenezer Idowu-Agida,THE GATEWAY POLYTECHNIC SAAPADE,NG
Ebgub Gur,DIGGAH.DE,DE
Ebo Arthur,KNUST,GH
Ebrima Jadama,THE GAMBIA TELECOMMUNICATION COMPANY LTD,GM
Ebrima Jatta,FUSKATECH,GM
Eckard Bogenfeld,DEUTSCHE TELEKOM AG,DE
Ed Day,"OBJECTIVE SYSTEMS, INC.",US
Ed Dunlop,IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,US
Ed Jankiewicz,SRI INTERNATIONAL,US
Ed Juskevicius,INDUSTRY CANADA,CA
Eddie Craig Maware,UNIVERSITY OF ZIMBABWE,ZW
Eddie Parra,JUNIPER NETWORKS,US
Eddy Kayihura,AP CONSULTING,RW
Edgar Ramos,ERICSSON AB,FI
Edgardo Cabarios,NATIONAL TELECOMMUNICATIONS COMMISSION,PH
Edgardo Clemente,ENACOM,AR
Edipo Marques,UNIVERSITY OF PERNAMBUCO,BR
Edith Purisima-Keller,ANYWHERE,PH
Edivaldo Rosa,GLEBA FAZENDA PALHANO,BR
Edmon Chung,DOTASIA,HK
Edmund Juskevicius,NORTEL NETWORKS LIMITED,CA
Edmundo Cazarez-Lopez,NETWORK INFORMATION CENTER MEXICO,MX
Edrissa Sowe,UNIVERSITY OF THE GAMBIA,GM
Edson Celio Ferreira Araujo,FEDERAL UNIVERSITY OF CEARA,BR
Eduard Metz,KPN,NL
Eduardo Albuquerque,VOX DRONE,BR
Eduardo Alvarez,ICANN,US
Eduardo Carozo,ITC SA,UY
Eduardo Cunha,WEWEBYOU,BR
Eduardo Gueiros,JIVE COMMUNICATIONS,US
Eduardo Inglis Sinchez,UNIVERSITY OF MURCIA,ES
Eduardo Jacob,UNIVERSITY OF THE BASQUE COUNTRY,ES
Eduardo Manuel Laureano Duarte,DNS.PT,PT
Eduardo Mendez,PUKARAIT,ES
Eduardo Monteiro,UFAL-UNIVERSIDADE FEDERAL DE ALAGOAS,BR
Eduardo Morales,BRAZILIAN NETWORK INFORMATION CENTER - NIC.BR,BR
Eduardo Reis,BRAZILIAN NETWORK INFORMATION CENTER - NIC.BR,BR
Edward Birrane,JOHN HOPKINS UNIVERSITY,US
Edward Cooter,COMCAST,US
Edward Danso Ansong,"KWAME NKRUMAH UNIVERSITY OF SCIENCE AND TECHNOLOGY, KUMASI",GH
Edward Eckert,ITRON,US
Edward Elewosi,UPSA,GH
Edward Henry,"BROCADE COMMUNICATIONS SYSTEMS, INC",US
Edward Jankiewicz,SRI INTERNATIONAL,US
Edward Kern,CISCO SYSTEMS INC,US
Edward Lemon,NIBBHAYA CONSULTING,US
Edward Lewis,ICANN,US
Edward Lopez,CURVEBALL NETWORKS,US
Edward Mcnair,NANOG,US
Edward Pascoe,DOMAIN NAME SERVICES,ZA
Edward Rhyne,U.S. DEPARTMENT OF HOMELAND SECURITY,US
Edward Seabrook,UNIVERSITY OF SOUTHAMPTON,GB
Edward Shryane,RIPE NCC,NL
Edward Willis,SOFTARMOR SYSTEMS,US
Edwin Atuhaire Banura,KYAMBOGO UNIVERSITY,UG
Edwin King,BOEING,US
Edwin Mulenga,CDC-GAP MALAWI,MW
Edwin Opare,KAIST - KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,KR
Edwin Salazar,WIFITELECOM,EC
Eelco Chaudron,EXREME NETWORKS,NL
Egeru Joseph,AMITY UNIVERSITY,UG
Egied Dekoster,BELGACOM,BE
Ehren Kret,WHATSAPP,US
Ehsan Rezaaifar,NOKIA,CA
Ehud Doron,RADWARE,IL
Eiichi Muramoto,PANASONIC CORPORATION,JP
Eiko Yoneki,UNIVERSITY OF CAMBRIDGE,GB
Einar Lonn,.SE,SE
Einar Nilsen-Nygaard,CISCO SYSTEMS INC,GB
Einat Yellin,RADVISION,IL
Eirc Annor,BOATINKS ENTERPRISE,GH
Ekaterina Volodina,UNIVERSITY OF DUISBURG ESSEN,DE
El Hadi Rahali,SNTF ALGERIE,DZ
Elaine Newton,ORACLE,US
Eldad Zack,EANTC,DE
Eleanor Afful,UPSA,GH
Elena Bakos Lang,ISARA CORPORATION,CA
Eleni Palkopoulou,CISCO SYSTEMS INC,US
Eleni Panagou,"INDIVIDUAL IT ANALYST, PRESEED STARTUP ARWEN LANNEL LABS",GR
Eleni Papageorgakopoulou,CLARANET LTD,GB
Elham Ibrahim,AFRICAN UNION COMMISSION,ET
Elham Shirazi,ROGERS COMMUNICATION INC.,CA
Elias Summermatter,SECCOM GMBH,CH
Eliecer Peia,UNIVERSIDAD DE CHILE,CL
Elijah Sparrow,LEAP,US
Eliot Lear,CISCO SYSTEMS INC,CH
Elisa Jasinska,LIMELIGHT NETWORKS,NL
Elisabeth Markot,EUROPEAN COMMISSION,BE
Elise Gerich,ICANN,US
Elisha Agyei Ahenkan,KWAME NKRUMAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,GH
Elisson Da Rocha,UNIVERSITY OF PERNAMBUCO,BR
Elizabeth Andrews,ICANN,US
Elizabeth Brierley,SAATVIK ADVISORS,US
Elizabeth Donaldson,JUNIPER NETWORKS,US
Elizabeth Nank,WOLFSSL INC,US
Elizabeth Nzagi,TANZANIA,TZ
Ellen Osei-Owusuaa,KNUST,GH
Ellen Siegel,"CONSTANT CONTACT, INC.",US
Ellie Daw,CISCO SYSTEMS INC,US
Ellis Dobbins,ARBOR NETWORKS,US
Elly Kadenyo,KENYA NETWORK INFORMATION CENTRE,KE
Elmah Armah,REV ELMAH NII ARMAH VENTURES,GH
Elmar Bins,DENIC E.G,DE
Elmar Kirchner,GATTO ROSSO CONSULTING,DE
Elsa Schoch,FEDERAL NETWORK AGENCY,DE
Elson Oliveira,CIRA - CANADIAN INTERNET REGISTRATION AUTHORITY,CA
Elton Rodrigues Da Silva,EVOLUNET,BR
Elvin Kalantarov,LINKEDIN,US
Elwin Eliazer,"WELLSPRING SYSTEMS, INC.",US
Emad Abousabea,TELECOM SUD PARIS,FR
Emad Omara,GOOGLE,US
Emanuel Roberto Masidi,FAP-NTIC,CG
Emerson Oliveira,UNIVERSITY OF PERNAMBUCO,BR
Emery Kambale Musiyiro,VODACOM DR CONGO,CD
Emil Ivov,ATLASSIAN,US
Emile Stephan,ORANGE SA,FR
Emile Urbain Milandou Nkewa,ARPCE,CG
Emilia Miki,DENIS MIKI FOUNDATION,CM
Emiliano Bonansea,INTERLINK,AR
Emiliano Viotti,FING,UY
Emilie Camisard,RENATER,FR
Emily Band,UNIVERSITY OF GLASGOW,GB
Emily Blue,MASON,US
Emily Chen,HUAWEI TECHNOLOGIES,US
Emily Stark,GOOGLE,US
Emmanuel Agbabiaka,SHARAF SHIPPING,NG
Emmanuel Akin-Awokoya,HIGH TECH CENTER FOR NIGERIAN WOMEN AND YOUTHS,NG
Emmanuel Asante Adjei,KNUST,CC
Emmanuel Asare,ITHEMBA CONSULT,GH
Emmanuel Awokoya,WITHNONI,GH
Emmanuel Bama,ESCT,ML
Emmanuel Bretelle,FACEBOOK,US
Emmanuel Dapaah,KWAME NKRUMAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,GH
Emmanuel Dotaro,ALCATEL-LUCENT S.A,FR
Emmanuel Dubois,CNES,FR
Emmanuel Elekole,WOLBELL VENTURES L.T.D,NG
Emmanuel George Edemo,UNIVERSITY OF JOS,NG
Emmanuel Kabongo,AMITY UNIVERSITY,IN
Emmanuel Lagoh,KWAME NKRUMAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,GH
Emmanuel Lochin,ISAE-SUPAERO,FR
Emmanuel Mugabi,"MINISTRY OF ICT, UG",UG
Emmanuel Nketsia Yawson,KNUST,GH
Emmanuel Nwadike,I AM ROYAL FOUNDATION MINISTRY,NG
Emmanuel Olet,MAGBOX ENTERPRISES,UG
Emmanuel Vladimir Chrisphonte,HAITIAN NATIONAL POLICE,HT
Emran Chaudhry,CISCO SYSTEMS INC,US
Enda Mannion,CISCO SYSTEMS INC,IE
Engoue Adams,GLOBAL NETWORK,CM
Engwaru Emmanuel,KYAMBOGO UNIVERSITY,UG
Enke Chen,CISCO SYSTEMS INC,US
Enno Rey,ERNW ENNO REY NETZWERKE GMBH,DE
Enoch Sam-Ankomah,UNIVERSITY OF PROFESSIONAL STUDIES,GH
Enock Samuel Mbewe,UNIVERSITY OF CAPE TOWN,ZA
Enric Pujol,TECHNICAL UNIV. OF BERLIN,DE
Enrico Marocco,TELECOM ITALIA S.P.A,IT
Enrique Diez,TELEFONICA S.A.,AR
Enrique Tirado,DEPAUL UNIVERSITY,US
Enzo Piacenza,IIT,US
Ephraim Paolo Lizardo,"EEEI, UNIVERSITY OF THE PHILIPPINES",PH
Ephrance Eunice Namugenyi,KYAMBOGO UNIVERSITY,UG
Eran Messeri,GOOGLE,GB
Eric Akumiah,NCSC,GH
Eric Anderson,GOOGLE,US
Eric Baez,NIC CHILE,CL
Eric Brunner-Williams,CORE,US
Eric Burger,FCC - FEDERAL COMMUNICATIONS COMMISSION,US
Eric Chu,GOOGLE,US
Eric Crockett,AMAZON,US
Eric Dadzie,GHANA EDUCATION SERVICE,GH
Eric Dugas,EBOX,CA
Eric Frazier,MANA NETWORKS,US
Eric Geelen,TELLABS,US
Eric Gnoske,ATMEL CORPORATION,US
Eric Gray,ERICSSON AB,US
Eric Harvieux,GOOGLE,US
Eric John Mubazi,IWAT SOLUTIONS LIMITED,UG
Eric Kinnear,APPLE INC.,US
Eric Klein,DISNEY STREAMING SERVICES,US
Eric Letourneau,BCE - BELL CANADA ENTERPRISES INC,CA
Eric Levy-Abegnoli,CISCO SYSTEMS INC,FR
Eric Mcmurry,ORACLE,US
Eric Multanen,INTEL CORPORATION,US
Eric Nelson,ICANN,US
Eric Ochen,ZENJI INC,UG
Eric Oosting,NETWORK UTILITY FORCE,US
Eric Orth,GOOGLE,US
Eric Osterweil,GEORGE MASON UNIVERSITY,US
Eric Oti Addai,COMMUNITY HELP GHANA,GH
Eric Pires,BRAZILIAN NETWORK INFORMATION CENTER - NIC.BR,BR
Eric Portis,CLOUDINARY,US
Eric Rescorla,MOZILLA FOUNDATION,US
Eric Rosen,JUNIPER NETWORKS,US
Eric Smith,KESTREL INSTITUTE,US
Eric Tolliver,ALCATEL-LUCENT S.A,US
Eric Uwambajimana,EARTH LIFE INTERNATIONAL LTD,UG
Eric Voit,CISCO SYSTEMS INC,US
Eric Vyncke,CISCO SYSTEMS INC,BE
Eric Wang,CISCO SYSTEMS INC,US
Eric Whitehill,ITT,US
Eric Williams,"INFORMATION BROKERS, INC.",US
Eric Zelenka,APPLE INC.,US
Erica Johnson,QA CAFE,US
Erica Portnoy,EFF,US
Erich Pleny,NETWORK TIME FOUNDATION,US
Erick Sasaki,NTT,US
Erik Anderson,MICROSOFT,US
Erik Chuss,CHASETECH CONSULTING LLC,US
Erik Cockrell,"POLYCOM, INC.",US
Erik Guttman,"SAMSUNG ELECTRONICS CO, LTD",DE
Erik Kline,LOON,US
Erik Lagerway,HOOKFLASH,CA
Erik Muller,NETWORK UTILITY FORCE,US
Erik Nordmark,ZEDEDA,US
Erik Norvell,ERICSSON AB,SE
Erik Nygren,AKAMAI TECHNOLOGIES,US
Erik Peterson,MOCANA CORPORATION,CA
Erik Sy,UNIVERSITY OF HAMBURG,DE
Erik Van Der Poel,GOOGLE,US
Erik Wahlstroem,NEXUS,SE
Erik Wahlstrom,NEXUS,SE
Erik Wilde,EMC,US
Erika Mann,ICANN,US
Erika Vega,RENATA,CO
Erkki Harjula,UNIVERSITY OF OULU,FI
Ermias Walelgne,AALTO UNIVERSITY,FI
Ernest Brown,BROADBAND HOME LIMITED,GH
Ernest Owusu Mensah,HUPGO VENTURES,GH
Ernest Wyatt,JET PROPULSION LAB,US
Ernesto Perez,CEDIA,EC
Ervin Williams,NATIONAL TELECOMMUNICATIONS REGULATORY COMMISSION,KN
Esko Dijk,IOTCONSULTANCY.NL,NL
Espen Berger,CISCO SYSTEMS INC,NO
Esther De Freitas,UFAL-UNIVERSIDADE FEDERAL DE ALAGOAS,BR
Esther Makaay,SIDN,NL
Esther Yeboah,UPSA,GH
Estiven Polanco,ITLA,DO
Ethan Grossman,"DOLBY LABORATORIES, INC",US
Ethan Hugg,CISCO SYSTEMS INC,US
Ethan Katz-Bassett,UNIVERSITY OF SOUTHERN CALIFORNIA,US
Ethan Mickey Spiegel,BAREFOOT NETWORKS,US
Ettore Benedetti,IRDETO,NL
Euan Galloway,GAMMA TELECOM,GB
Eugen Zhuravlov,PRIVATE ENTREPRENEUR ZHURAVLOV E.V.,UA
Eugene Bogomazov,QRATOR LABS,RU
Eugene Chang,CISCO SYSTEMS INC,US
Eugene Gaines,CAPIRTAL,US
Eugene Wise,SAMKNOWS LTD,GB
Eugenia Devincenzi,COMISION NACIONAL DE COMUNICACIONES,AR
Euijong Hwang,KISA KOREAN INFORMATION SECURITY AGENCY,KR
Eun Joo Kwak,KT CORPORATION,KR
Eun-Young Cho,ETRI - ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE,KR
Eung Jun Cho,KYUNG HEE UNIVERSITY,KR
Eunike Nekundi,NUST,NA
Eunsoo Kim,SUNGKYUNKWAN UNIVERSITY,KR
Eunsoo Shim,AVAYA,US
Eunsook Kim,ETRI - ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE,KR
Eva Fogelstrom,ERICSSON AB,SE
Eva Mirembe,UGANDA MARTYRS UNIVERSITY,UG
Evandro Antonio Ramos Terra Varonil De Sousa,LACNIC,UY
Evangelos Chaleplidis,UNIVERSITY OF PATRAS,GR
Evangelos Haleplidis,MOJATATU NETWORKS,GR
Evans Adom,GEOWAKU VENTURES,GH
Evanson Nyairo,MOUNT KENYA UNIVERSITY,KE
Eve Maler,FORGEROCK,US
Eve Phillips,ECERT INC,US
Eve Schooler,INTEL CORPORATION,US
Eve Varma,ALCATEL-LUCENT S.A,US
Evelio Vila,FACEBOOK,US
Evelyn Uche,I AM ROYAL FOUNDATION MINISTRY,NG
Evelyne Duquennoy,EADS,FR
Evens Pierrelouis,EVENS PIERRELOUIS CEO OF OWLER.COM AND IEF.ORG,US
Everett Rigsbee,IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,US
Evgeniy Zhukov,NETCRACKER,UA
Evgeny Alekseev,MISSISSIPPI STATE UNIVERSITY,RU
Evgeny Bogomazov,QRATOR LABS,RU
Evgeny Sudin,ARAMCO SERVICES COMPANY,US
Ezequias Dos Santos Silva Silva,UNIVERSITY OF PERNAMBUCO,BR
Fabfabio Williams,NAARAA,US
Fabian Schneider,NEC CORPORATION,DE
Fabien Betremieux,AFNIC,FR
Fabien De Montgolfier,UNIVERSITE PARIS-DIDEROT,FR
Fabien Duchene,UNIVERSITE CATHOLIQUE DE LOUVAIN,BE
Fabien Verhaeghe,MARBEN PRODUCTS,FR
Fabio Alves,TOUCH HPC,BR
Fabio Bulgarella,TELECOM ITALIA S.P.A,IT
Fabio Chiussi,NAUTICAL BEANS,US
Fabio Giust,INSTITUTE IMDEA NETWORKS,ES
Fabio Maino,CISCO SYSTEMS INC,US
Fabio Nokai,BRAZILIAN NETWORK INFORMATION CENTER - NIC.BR,BR
Fabio Peruzzini,TELECOM ITALIA S.P.A,IT
Fabio Picconi,TECHNICOLOR,FR
Fabio Victora Hecht,UNIVERSITY OF ZURICH,CH
Fabrice Arnal,THALES,FR
Fabrice Halle,NUMERICABLE,FR
Fabricio Araujo,BRAZILIAN MINISTRY OF EXTERNAL RELATIONS,BR
Fabricio Tamusiunas,BRAZILIAN NETWORK INFORMATION CENTER - NIC.BR,BR
Fabrizio Milan,TELECOM ITALIA S.P.A,IT
Fadi Chehade,ICANN,US
Fahd Batayneh,NATIONAL IT CENTER,JO
Fahima Khan,GRAMEENPHONE.COM,BD
Faisal Akbar,PAK ELECTRIC CENTRE,PA
Faisal Iqbal,CISCO SYSTEMS INC,CA
Falk Von Bornstaedt,DEUTSCHE TELEKOM AG,DE
Fan Lihan,ZTE,CN
Fan Yang,GOOGLE,US
Fan Yongbing,CHINA TELECOM CORPORATION LIMITED,CN
Fan Zhao,MARVELL TECHNOLOGY GROUP LTD,US
Fang Liu,TSINGHUA UNIVERSITY,CN
Fang Lu,TSINGHUA UNIVERSITY,CN
Fangwei Hu,ZTE,CN
Fanzhao Wang,HUAWEI TECHNOLOGIES,CN
Farha Diba,NOVOCOM,BD
Farhad Panahi,YOU POST IT,FR
Farid Premani,CELEBRITYSUIT.COM,US
Farni Boten,SPRINT CORPORATION,US
Farni Weaver,SPRINT CORPORATION,US
Farooq Azam,FAROOQ TRADERS,PK
Fatai Zhang,HUAWEI TECHNOLOGIES,CN
Fatemeh Rouzbeh Shahroudi,PURDUE UNIVERSITY,US
Fatima Haidar,DIAMOND FOUNDATION FOR DEVELOPMENT,YE
Fatima Sade Adiatou,VISION COMMUNICATION,CI
Fatimetou Kambou,ASECNA,MR
Fatou Diene,MINISTRY OF COMMUNICATION TELECOMS POST AND DIGITAL ECONOMY,SN
Fatou S Secka,UNIQUE SOLUTIONS,GM
Fatoumata Zahara Doucoure,ENI-ABT,ML
Fatoumatta Conta,GAMCEL,BJ
Fausat Badmus,STV TECHNOLOGY LIMITED,NG
Fawaz Bokhari,PUNJAB UNIVERSITY - PUCIT,PK
Federico Capoano,OPENWISP,IT
Federico Santandrea,DIENNEA - MAGNEWS,IT
Federico Sismondi,INRIA INSTITUT NATIONAL DE RECHERCHE EN INFORMATIQUE ET EN AUTOMATIQUE,FR
Fedor Ryabinin,UNIVERSITE PARIS-DIDEROT,FR
Fehmi Ben Abdesslem,SICS SWEDISH ICT AB,SE
Fei Hang,"ROBOTERWISE,S.L.",ES
Fei Hang,"HFTECNOLOGICOINTER,S.L.",ES
Fei Liu,HUAWEI TECHNOLOGIES,SG
Fei Song,BEIJING JIAO TONG UNIVERISTY,CN
Fei Su,ZTE,CN
Fei Wang,BEIJING INSTITUTE OF TECHNOLOGY,CN
Fei Yuan,ZTE,CN
Fei Zhang,ZTE,CN
Feihong Chen,VERIZON,US
Felipe Espinoza,NIC CHILE,CL
Felipe Fredes,UNIVERSIDAD DE CHILE,CL
Felipe Gomes,UNIVERSITY OF PERNAMBUCO,BR
Felipe Lopes,UFPE,BR
Felipe Silveira,RIPE NCC,NL
Felix Freitag,UNIVERSITAT POLITECNICA DE CATALUNYA,ES
Felix Handte,FACEBOOK,US
Felix Shzu-Juraschek,SAFETY IO,DE
Felix Weinrank,FH MUENSTER,DE
Feng Dong,HUAWEI TECHNOLOGIES,CN
Feng Guo,HUAWEI TECHNOLOGIES,CN
Feng Han,ZDNS,CN
Feng Ouyang,ACADEMY OF BROADCASTING SCIENCE,CN
Feng Wang,CHINA TELECOM CORPORATION LIMITED,CN
Feng Zhao,CAICT,CN
Fenghua Li,TSINGHUA UNIVERSITY,CN
Fengman Xu,VERIZON,US
Fengwei Qin,CMCC - CHINA MOBILE COMMUNICATIONS CORPORATION,CN
Fernando Calabria,CISCO SYSTEMS INC,US
Fernando Cuervo,ALCATEL-LUCENT S.A,CA
Fernando Garcia Fernandez,BICS,ES
Fernando Mousinho,CISCO SYSTEMS INC,US
Fernando Paredes,VSYS,MX
Fernando Pereniguez-Garcia,UNIVERSITY DEFENSE CENTER,ES
Fernando Ramos,UNIVERSITY OF LISBON,PT
Fernando Zamarron,ZAMARRONICS,US
Fery Guik,ADEM AYEM,AW
Fideal Odongo,TUWAYE GROUP,UG
Fikret Sivrikaya,GT-ARC GGMBH,DE
Firoj Rauta,SKYLINE UNIVERSITY COLLEGE,AE
Flavien Moullec,ACKLIO,FR
Flemming Andreasen,CISCO SYSTEMS INC,US
Florence Ajiboye,STV TECHNOLOGY LIMITED,NG
Florence Titilola Adebayo,STV TECHNOLOGY LIMITED,NG
Florian Buehlmann,SWISSMED MOBILE AG,CH
Florian Dold,TALER SYSTEMS,DE
Florian Heimgaertner,UNIVERSITY OF TUEBINGEN,DE
Florian Obser,RIPE NCC,NL
Florian Streibelt,MAX PLANCK INSTITUTE FOR INFORMATICS,DE
Florian Tschorsch,HUMBOLDT UNIVERSITY OF BERLIN,DE
Floriane Aure,AFNIC,FR
Floriano De Rango,UNIVERSITY OF CALABRIA,IT
Florin Coras,CISCO SYSTEMS INC,ES
Floris Van Den Abeele,UNIVERSITY OF GHENT,BE
Floyd Salazar,TELUS COMMUNICATIONS INC,CA
Fnu Suprita,RELIANCE INDUSTRIES,IN
Fokko Bos,MINISTRY OF ECONOMIC AFFAIRS,NL
Folli Herbert Amouzougan,ANLAB,TG
Francesca Palombini,ERICSSON AB,SE
Francesco Alberti,EOLO SPA,IT
Francesco Chemolli,SQUID WEB CACHE PROJECT,GB
Francesco Gennai,ISTI-CNR,IT
Francis Adebayo,FEDERAL UNIVERSITY OYE EKITI,NG
Francis Ebigie,MICROLINK RESOURCES LTD,NG
Francis Ofori-Attah,UNIVERSITY OF PROFESSIONAL STUDIES ACCRA,GH
Francis Raymond Tondo,AZUR TELECOM,CG
Francis Teague,"VERISIGN INTERNATIONAL HOLDINGS, INC.",GB
Francisca Herrera,UNIVERSIDAD DE CHILE,CL
Francisca Oladipo,NNAMDI AZIKIWE UNIVERSITY,NG
Francisco Arias,ICANN,US
Francisco Baigorri Hauen,NIC ARGENTINA,AR
Francisco Molina,INRIA INSTITUT NATIONAL DE RECHERCHE EN INFORMATIQUE ET EN AUTOMATIQUE,FR
Franck Journoud,MPAA,US
Franck Martin,LINKEDIN,US
Franck Rousseau,GRENOBLE INP,FR
Francois Audet,NORTEL NETWORKS LIMITED,US
Francois Clad,CISCO SYSTEMS INC,FR
Francois Lemercier,U.S. DEPARTMENT OF COMMERCE,US
Francois Lonc,TELECOM PARISTECH,FR
Francois Michel,UNIVERSITE CATHOLIQUE DE LOUVAIN,BE
Frank Brockners,CISCO SYSTEMS INC,DE
Frank Endemann,DEUTSCHE TELEKOM AG,DE
Frank Gabriel,TECHNICAL UNIV. OF DRESDEN,DE
